antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Tablet', 'Earphones'})",frozenset({'Charger'}),0.076,0.388,0.076,1.0,2.5773195876288657,1.0,0.046512,inf,0.6623376623376623,0.1958762886597938,1.0,0.5979381443298969
"frozenset({'Tablet', 'Earphones', 'Tablet Cover'})",frozenset({'Charger'}),0.076,0.388,0.076,1.0,2.5773195876288657,1.0,0.046512,inf,0.6623376623376623,0.1958762886597938,1.0,0.5979381443298969
"frozenset({'Earphones', 'Tablet Cover'})",frozenset({'Charger'}),0.076,0.388,0.076,1.0,2.5773195876288657,1.0,0.046512,inf,0.6623376623376623,0.1958762886597938,1.0,0.5979381443298969
frozenset({'Smartwatch'}),frozenset({'Charger'}),0.108,0.388,0.108,1.0,2.5773195876288657,1.0,0.06609599999999999,inf,0.68609865470852,0.27835051546391754,1.0,0.6391752577319587
"frozenset({'Headphones', 'Mouse'})",frozenset({'USB Hub'}),0.028,0.284,0.02,0.7142857142857143,2.5150905432595576,1.0,0.012048000000000001,2.5060000000000002,0.6197530864197532,0.06849315068493152,0.6009577015163609,0.39235412474849096
frozenset({'Webcam'}),frozenset({'USB Hub'}),0.124,0.284,0.088,0.7096774193548386,2.4988641526578825,1.0,0.052784,2.4662222222222216,0.6847239518472396,0.275,0.5945215354117859,0.509768287142208
"frozenset({'Bluetooth Speaker', 'Charger'})",frozenset({'Phone'}),0.112,0.372,0.104,0.9285714285714285,2.49615975422427,1.0,0.062335999999999996,8.791999999999991,0.674982674982675,0.27368421052631575,0.8862602365787078,0.6040706605222734
"frozenset({'Bluetooth Speaker', 'Phone'})",frozenset({'Charger'}),0.108,0.388,0.104,0.9629629629629629,2.4818633066055744,1.0,0.06209599999999999,16.523999999999976,0.6693687478440841,0.26530612244897955,0.9394819656257564,0.6155021000381825
"frozenset({'Charger', 'Power Bank'})",frozenset({'Phone'}),0.136,0.372,0.124,0.9117647058823529,2.450980392156863,1.0,0.073408,7.117333333333332,0.6851851851851852,0.3229166666666667,0.8594979393031098,0.6225490196078431
frozenset({'Power Bank'}),frozenset({'Phone'}),0.216,0.372,0.192,0.888888888888889,2.3894862604540026,1.0,0.11164800000000001,5.652000000000003,0.7417091836734695,0.4848484848484849,0.8230714791224346,0.7025089605734767
frozenset({'Phone'}),frozenset({'Power Bank'}),0.372,0.216,0.192,0.5161290322580645,2.389486260454002,1.0,0.11164800000000001,1.6202666666666667,0.925955414012739,0.4848484848484849,0.3828176431863068,0.7025089605734767
frozenset({'Bluetooth Speaker'}),"frozenset({'Charger', 'Phone'})",0.144,0.304,0.104,0.7222222222222222,2.375730994152047,1.0,0.060224,2.5056,0.676491732566499,0.3023255813953489,0.6008939974457216,0.5321637426900585
frozenset({'Phone Case'}),frozenset({'Phone'}),0.132,0.372,0.116,0.8787878787878788,2.3623330074942976,1.0,0.06689600000000001,5.181,0.6643890036548548,0.29896907216494845,0.8069870681335649,0.5953079178885631
frozenset({'Headphones'}),frozenset({'USB Hub'}),0.156,0.284,0.104,0.6666666666666666,2.347417840375587,1.0,0.059696,2.1479999999999997,0.6800947867298579,0.30952380952380953,0.5344506517690876,0.5164319248826291
"frozenset({'Earphones', 'Power Bank'})",frozenset({'Phone'}),0.084,0.372,0.072,0.857142857142857,2.304147465437788,1.0,0.040752,4.3959999999999955,0.6179039301310043,0.18749999999999997,0.7725204731574156,0.5253456221198156
frozenset({'Phone Case'}),frozenset({'Charger'}),0.132,0.388,0.116,0.8787878787878788,2.2649172133708215,1.0,0.06478400000000001,5.0489999999999995,0.6434133163832831,0.2871287128712871,0.8019409784115666,0.5888784754764136
"frozenset({'Headphones', 'Power Bank'})",frozenset({'Phone'}),0.024,0.372,0.02,0.8333333333333334,2.240143369175627,1.0,0.011072,3.7680000000000007,0.5672131147540984,0.05319148936170213,0.7346072186836519,0.4435483870967742
"frozenset({'Charger', 'Webcam'})",frozenset({'Phone'}),0.024,0.372,0.02,0.8333333333333334,2.240143369175627,1.0,0.011072,3.7680000000000007,0.5672131147540984,0.05319148936170213,0.7346072186836519,0.4435483870967742
"frozenset({'Laptop Bag', 'Laptop'})",frozenset({'HDMI Cable'}),0.18,0.24,0.096,0.5333333333333333,2.2222222222222223,1.0,0.05280000000000001,1.6285714285714286,0.6707317073170731,0.29629629629629634,0.38596491228070173,0.4666666666666667
frozenset({'Laptop Bag'}),"frozenset({'HDMI Cable', 'Mouse'})",0.18,0.24,0.096,0.5333333333333333,2.2222222222222223,1.0,0.05280000000000001,1.6285714285714286,0.6707317073170731,0.29629629629629634,0.38596491228070173,0.4666666666666667
frozenset({'Laptop Bag'}),frozenset({'HDMI Cable'}),0.18,0.24,0.096,0.5333333333333333,2.2222222222222223,1.0,0.05280000000000001,1.6285714285714286,0.6707317073170731,0.29629629629629634,0.38596491228070173,0.4666666666666667
"frozenset({'Laptop Bag', 'Mouse'})",frozenset({'HDMI Cable'}),0.18,0.24,0.096,0.5333333333333333,2.2222222222222223,1.0,0.05280000000000001,1.6285714285714286,0.6707317073170731,0.29629629629629634,0.38596491228070173,0.4666666666666667
"frozenset({'Laptop Bag', 'Laptop'})","frozenset({'HDMI Cable', 'Mouse'})",0.18,0.24,0.096,0.5333333333333333,2.2222222222222223,1.0,0.05280000000000001,1.6285714285714286,0.6707317073170731,0.29629629629629634,0.38596491228070173,0.4666666666666667
"frozenset({'Laptop Bag', 'Laptop', 'Mouse'})",frozenset({'HDMI Cable'}),0.18,0.24,0.096,0.5333333333333333,2.2222222222222223,1.0,0.05280000000000001,1.6285714285714286,0.6707317073170731,0.29629629629629634,0.38596491228070173,0.4666666666666667
"frozenset({'Headphones', 'Phone'})",frozenset({'Charger'}),0.028,0.388,0.024,0.8571428571428571,2.2091310751104563,1.0,0.013136,4.283999999999999,0.5631001371742113,0.061224489795918366,0.7665732959850606,0.45949926362297494
"frozenset({'HDMI Cable', 'Keyboard'})",frozenset({'USB Hub'}),0.144,0.284,0.088,0.6111111111111112,2.151799687010955,1.0,0.047104,1.8411428571428572,0.6253186066270179,0.25882352941176473,0.45685909373060224,0.46048513302034433
"frozenset({'HDMI Cable', 'Keyboard', 'Monitor'})",frozenset({'USB Hub'}),0.144,0.284,0.088,0.6111111111111112,2.151799687010955,1.0,0.047104,1.8411428571428572,0.6253186066270179,0.25882352941176473,0.45685909373060224,0.46048513302034433
"frozenset({'HDMI Cable', 'Keyboard', 'Mouse', 'Monitor'})",frozenset({'USB Hub'}),0.144,0.284,0.088,0.6111111111111112,2.151799687010955,1.0,0.047104,1.8411428571428572,0.6253186066270179,0.25882352941176473,0.45685909373060224,0.46048513302034433
"frozenset({'HDMI Cable', 'Mouse', 'Monitor'})",frozenset({'USB Hub'}),0.144,0.284,0.088,0.6111111111111112,2.151799687010955,1.0,0.047104,1.8411428571428572,0.6253186066270179,0.25882352941176473,0.45685909373060224,0.46048513302034433
frozenset({'Monitor'}),frozenset({'USB Hub'}),0.144,0.284,0.088,0.6111111111111112,2.151799687010955,1.0,0.047104,1.8411428571428572,0.6253186066270179,0.25882352941176473,0.45685909373060224,0.46048513302034433
"frozenset({'Keyboard', 'Mouse', 'Monitor'})",frozenset({'USB Hub'}),0.144,0.284,0.088,0.6111111111111112,2.151799687010955,1.0,0.047104,1.8411428571428572,0.6253186066270179,0.25882352941176473,0.45685909373060224,0.46048513302034433
"frozenset({'Mouse', 'Monitor'})",frozenset({'USB Hub'}),0.144,0.284,0.088,0.6111111111111112,2.151799687010955,1.0,0.047104,1.8411428571428572,0.6253186066270179,0.25882352941176473,0.45685909373060224,0.46048513302034433
"frozenset({'HDMI Cable', 'Monitor'})",frozenset({'USB Hub'}),0.144,0.284,0.088,0.6111111111111112,2.151799687010955,1.0,0.047104,1.8411428571428572,0.6253186066270179,0.25882352941176473,0.45685909373060224,0.46048513302034433
"frozenset({'Keyboard', 'Monitor'})",frozenset({'USB Hub'}),0.144,0.284,0.088,0.6111111111111112,2.151799687010955,1.0,0.047104,1.8411428571428572,0.6253186066270179,0.25882352941176473,0.45685909373060224,0.46048513302034433
"frozenset({'HDMI Cable', 'Keyboard', 'Mouse'})",frozenset({'USB Hub'}),0.144,0.284,0.088,0.6111111111111112,2.151799687010955,1.0,0.047104,1.8411428571428572,0.6253186066270179,0.25882352941176473,0.45685909373060224,0.46048513302034433
"frozenset({'Webcam', 'Phone'})",frozenset({'Charger'}),0.024,0.388,0.02,0.8333333333333334,2.147766323024055,1.0,0.010688,3.6720000000000006,0.5475409836065573,0.05102040816326531,0.7276688453159041,0.44243986254295536
"frozenset({'Keyboard', 'USB Hub'})","frozenset({'HDMI Cable', 'Mouse'})",0.172,0.24,0.088,0.5116279069767442,2.1317829457364343,1.0,0.04672,1.5561904761904763,0.6411945542380325,0.271604938271605,0.357405140758874,0.43914728682170545
"frozenset({'Keyboard', 'USB Hub'})",frozenset({'HDMI Cable'}),0.172,0.24,0.088,0.5116279069767442,2.1317829457364343,1.0,0.04672,1.5561904761904763,0.6411945542380325,0.271604938271605,0.357405140758874,0.43914728682170545
"frozenset({'Keyboard', 'Mouse', 'USB Hub'})",frozenset({'HDMI Cable'}),0.172,0.24,0.088,0.5116279069767442,2.1317829457364343,1.0,0.04672,1.5561904761904763,0.6411945542380325,0.271604938271605,0.357405140758874,0.43914728682170545
"frozenset({'Mouse', 'USB Hub'})",frozenset({'HDMI Cable'}),0.18,0.24,0.092,0.5111111111111111,2.1296296296296298,1.0,0.0488,1.5545454545454545,0.6468716861081654,0.2804878048780488,0.3567251461988304,0.4472222222222222
"frozenset({'Keyboard', 'Laptop', 'Mouse'})",frozenset({'USB Hub'}),0.14,0.284,0.084,0.6,2.1126760563380285,1.0,0.04424,1.7899999999999998,0.6124031007751938,0.2470588235294118,0.44134078212290506,0.447887323943662
"frozenset({'Keyboard', 'Laptop'})",frozenset({'USB Hub'}),0.14,0.284,0.084,0.6,2.1126760563380285,1.0,0.04424,1.7899999999999998,0.6124031007751938,0.2470588235294118,0.44134078212290506,0.447887323943662
frozenset({'Charger'}),frozenset({'Phone'}),0.388,0.372,0.304,0.7835051546391752,2.1061966522558473,1.0,0.159664,2.9007619047619047,0.858187134502924,0.6666666666666666,0.6552629850942281,0.8003547278572221
frozenset({'Phone'}),frozenset({'Charger'}),0.372,0.388,0.304,0.8172043010752688,2.1061966522558473,1.0,0.159664,3.347999999999999,0.8363224941334227,0.6666666666666666,0.7013142174432496,0.8003547278572221
frozenset({'Bluetooth Speaker'}),frozenset({'Phone'}),0.144,0.372,0.108,0.75,2.0161290322580645,1.0,0.054432,2.512,0.5887850467289719,0.2647058823529412,0.6019108280254777,0.5201612903225806
frozenset({'Bluetooth Speaker'}),frozenset({'Charger'}),0.144,0.388,0.112,0.7777777777777779,2.0045819014891184,1.0,0.056128000000000004,2.7540000000000013,0.5854472630173565,0.26666666666666666,0.6368917937545391,0.5332187857961055
frozenset({'Power Bank'}),"frozenset({'Charger', 'Phone'})",0.216,0.304,0.124,0.5740740740740741,1.888401559454191,1.0,0.058336,1.634086956521739,0.6000658327847268,0.3131313131313131,0.3880374627501065,0.49098440545808963
"frozenset({'Notebook', 'Phone'})",frozenset({'Charger'}),0.028,0.388,0.02,0.7142857142857143,1.840942562592047,1.0,0.009136,2.142,0.46995884773662555,0.050505050505050504,0.5331465919701214,0.38291605301914583
frozenset({'USB Hub'}),frozenset({'Mouse'}),0.284,0.348,0.18,0.6338028169014085,1.8212724623603693,1.0,0.081168,1.7804615384615388,0.6297951582867785,0.3982300884955753,0.4383478786831419,0.5755220981058766
frozenset({'Mouse'}),frozenset({'USB Hub'}),0.348,0.284,0.18,0.5172413793103449,1.8212724623603693,1.0,0.081168,1.483142857142857,0.6916155419222904,0.3982300884955753,0.32575611635523033,0.5755220981058766
"frozenset({'Charger', 'Headphones'})",frozenset({'Phone'}),0.036,0.372,0.024,0.6666666666666667,1.792114695340502,1.0,0.010608000000000001,1.8840000000000003,0.4585062240663901,0.06250000000000001,0.4692144373673037,0.3655913978494624
"frozenset({'Power Bank', 'Phone'})",frozenset({'Charger'}),0.192,0.388,0.124,0.6458333333333334,1.6645189003436427,1.0,0.04950399999999999,1.7280000000000002,0.4940913446183327,0.27192982456140347,0.42129629629629634,0.48271048109965636
frozenset({'Power Bank'}),frozenset({'Charger'}),0.216,0.388,0.136,0.6296296296296297,1.6227567773959526,1.0,0.052192,1.6524,0.4894957983193277,0.2905982905982906,0.39481965625756477,0.4900725467735777
frozenset({'Earphones'}),frozenset({'Charger'}),0.148,0.388,0.08,0.5405405405405406,1.3931457230426303,1.0,0.022576000000000006,1.332,0.3312206572769954,0.17543859649122806,0.2492492492492493,0.3733630537754249
